departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad
CAUCA,POPAYAN (CT),19001000,SIN EMPLEO DE ARMAS,02/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,TELLO,41799000,SIN EMPLEO DE ARMAS,07/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO GAITAN,50568000,SIN EMPLEO DE ARMAS,02/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,CHIMA,23168000,SIN EMPLEO DE ARMAS,03/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN BENITO ABAD,70678000,SIN EMPLEO DE ARMAS,05/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,RIONEGRO,5615000,SIN EMPLEO DE ARMAS,05/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,LA JAGUA DE IBIRICO,20400000,SIN EMPLEO DE ARMAS,03/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,URIBE,50370000,SIN EMPLEO DE ARMAS,06/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACIAS,50006000,SIN EMPLEO DE ARMAS,05/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARINO,CUMBAL,52227000,SIN EMPLEO DE ARMAS,26/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NORTE DE SANTANDER,CHINACOTA,54172000,SIN EMPLEO DE ARMAS,04/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PALERMO,41524000,SIN EMPLEO DE ARMAS,03/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
VALLE,FLORIDA,76275000,SIN EMPLEO DE ARMAS,07/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,SAN ANDRES,68669007,SIN EMPLEO DE ARMAS,02/04/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,OIBA,68500000,SIN EMPLEO DE ARMAS,07/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACIAS,50006000,SIN EMPLEO DE ARMAS,28/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,MONTERIA (CT),23001000,SIN EMPLEO DE ARMAS,06/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,EL PASO,20250000,SIN EMPLEO DE ARMAS,13/10/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTIN CODAZZI,20013000,SIN EMPLEO DE ARMAS,06/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GIRARDOT,25307000,SIN EMPLEO DE ARMAS,14/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SAN LUIS,73678000,SIN EMPLEO DE ARMAS,09/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,CARMEN DE APICALA,73148000,SIN EMPLEO DE ARMAS,07/11/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ARMERO,73055000,SIN EMPLEO DE ARMAS,30/01/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,SIN EMPLEO DE ARMAS,08/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,MARULANDA,17446000,SIN EMPLEO DE ARMAS,03/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VICHADA,PUERTO CARRENO (CT),99001000,SIN EMPLEO DE ARMAS,25/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,ARROYOHONDO,13062000,SIN EMPLEO DE ARMAS,25/11/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SUBACHOQUE,25769000,SIN EMPLEO DE ARMAS,29/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TRINIDAD,85430000,SIN EMPLEO DE ARMAS,06/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,SAN LUIS DE PALENQUE,85325000,SIN EMPLEO DE ARMAS,06/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SABOYA,15632000,SIN EMPLEO DE ARMAS,08/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
GUAVIARE,SAN JOSE DEL GUAVIARE (CT),95001000,SIN EMPLEO DE ARMAS,26/07/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CAJICA,25126000,SIN EMPLEO DE ARMAS,06/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,URRAO,5847000,SIN EMPLEO DE ARMAS,08/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,TULUA,76834000,SIN EMPLEO DE ARMAS,24/06/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARINO,CORDOBA,52215000,SIN EMPLEO DE ARMAS,10/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,SIN EMPLEO DE ARMAS,09/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,SAN JUAN NEPOMUCENO,13657000,SIN EMPLEO DE ARMAS,08/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,TURBACO,13836000,SIN EMPLEO DE ARMAS,06/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,LA PLATA,41396000,SIN EMPLEO DE ARMAS,09/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TABIO,25785000,SIN EMPLEO DE ARMAS,26/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,EL COPEY,20238000,SIN EMPLEO DE ARMAS,04/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,BOSCONIA,20060000,SIN EMPLEO DE ARMAS,20/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MOMPOS,13468000,SIN EMPLEO DE ARMAS,05/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTIN,50689000,SIN EMPLEO DE ARMAS,06/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PALERMO,41524000,SIN EMPLEO DE ARMAS,13/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,RIOHACHA (CT),44001000,SIN EMPLEO DE ARMAS,29/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,PIEDRAS,73547000,SIN EMPLEO DE ARMAS,26/09/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,SUAITA,68770000,SIN EMPLEO DE ARMAS,03/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CALI (CT),76001000,SIN EMPLEO DE ARMAS,13/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,PIEDRAS,73547005,SIN EMPLEO DE ARMAS,28/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GUACHETA,25317000,SIN EMPLEO DE ARMAS,20/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,SARAVENA,81736000,SIN EMPLEO DE ARMAS,06/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO LOPEZ,50573000,SIN EMPLEO DE ARMAS,01/05/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,SIN EMPLEO DE ARMAS,14/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,RIONEGRO,68615000,SIN EMPLEO DE ARMAS,13/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,MAICAO,44430000,SIN EMPLEO DE ARMAS,19/01/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,SAN JUAN DEL CESAR,44650000,SIN EMPLEO DE ARMAS,25/01/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,BUGALAGRANDE,76113000,SIN EMPLEO DE ARMAS,16/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,CAJIBIO,19130000,SIN EMPLEO DE ARMAS,06/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,EL BANCO,47245000,SIN EMPLEO DE ARMAS,21/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARINO,IPIALES,52356000,SIN EMPLEO DE ARMAS,10/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,SAN ALBERTO,20710000,SIN EMPLEO DE ARMAS,11/12/2019,,ADULTOS,HURTO ABIGEATO,1
VALLE,LA CUMBRE,76377000,SIN EMPLEO DE ARMAS,14/10/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,SANTA MARTA (CT),47001000,SIN EMPLEO DE ARMAS,10/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,MONTERIA (CT),23001000,SIN EMPLEO DE ARMAS,10/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,CHIRIGUANA,20178000,SIN EMPLEO DE ARMAS,15/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,PLANETA RICA,23555000,SIN EMPLEO DE ARMAS,09/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,VENTAQUEMADA,15861000,SIN EMPLEO DE ARMAS,12/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYAN (CT),19001000,SIN EMPLEO DE ARMAS,25/11/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,TIQUISIO,13810000,SIN EMPLEO DE ARMAS,05/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,PURACE,19585000,SIN EMPLEO DE ARMAS,05/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TENJO,25799000,SIN EMPLEO DE ARMAS,14/07/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GUASCA,25322000,SIN EMPLEO DE ARMAS,10/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,PUERTO NARE,5585000,SIN EMPLEO DE ARMAS,01/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,PUERTO BERRIO,5579000,SIN EMPLEO DE ARMAS,16/10/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,FUNDACION,47288000,SIN EMPLEO DE ARMAS,08/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,SAN ALBERTO,20710000,SIN EMPLEO DE ARMAS,22/04/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SANTO DOMINGO,5690000,SIN EMPLEO DE ARMAS,14/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125011,SIN EMPLEO DE ARMAS,03/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ALPUJARRA,73024000,SIN EMPLEO DE ARMAS,05/10/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,GUADALAJARA DE BUGA,76111000,SIN EMPLEO DE ARMAS,15/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MACEO,5425000,SIN EMPLEO DE ARMAS,12/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,FONSECA,44279000,SIN EMPLEO DE ARMAS,21/05/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,BOSCONIA,20060000,SIN EMPLEO DE ARMAS,19/11/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,SIN EMPLEO DE ARMAS,16/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,DOLORES,73236000,SIN EMPLEO DE ARMAS,16/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MEDINA,25438000,SIN EMPLEO DE ARMAS,16/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,PIVIJAY,47551000,SIN EMPLEO DE ARMAS,11/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,PLANETA RICA,23555000,SIN EMPLEO DE ARMAS,02/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,COELLO,73200000,SIN EMPLEO DE ARMAS,28/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,PONEDERA,8560000,SIN EMPLEO DE ARMAS,07/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,PACHO,25513000,SIN EMPLEO DE ARMAS,05/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,PARATEBUENO,25530000,SIN EMPLEO DE ARMAS,27/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MADRID,25430000,SIN EMPLEO DE ARMAS,16/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,NATAGAIMA,73483000,SIN EMPLEO DE ARMAS,20/10/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PALERMO,41524000,SIN EMPLEO DE ARMAS,14/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,RIONEGRO,68615031,SIN EMPLEO DE ARMAS,02/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,ALGECIRAS,41020000,SIN EMPLEO DE ARMAS,15/11/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SOGAMOSO,15759000,SIN EMPLEO DE ARMAS,19/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYAN (CT),19001000,SIN EMPLEO DE ARMAS,10/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,SIN EMPLEO DE ARMAS,20/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,HERVEO,73347000,SIN EMPLEO DE ARMAS,18/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,CALARCA,63130000,SIN EMPLEO DE ARMAS,19/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,SIN EMPLEO DE ARMAS,06/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,LERIDA,73408000,SIN EMPLEO DE ARMAS,20/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,URRAO,5847000,SIN EMPLEO DE ARMAS,28/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SOGAMOSO,15759000,SIN EMPLEO DE ARMAS,24/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SUAREZ,73770000,SIN EMPLEO DE ARMAS,12/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,AGRADO,41013000,SIN EMPLEO DE ARMAS,17/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,CHINU,23182000,SIN EMPLEO DE ARMAS,17/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,PIVIJAY,47551000,SIN EMPLEO DE ARMAS,10/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SONSON,5756000,SIN EMPLEO DE ARMAS,24/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,RIOHACHA (CT),44001000,SIN EMPLEO DE ARMAS,01/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,SAHAGUN,23660000,SIN EMPLEO DE ARMAS,23/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001000,SIN EMPLEO DE ARMAS,27/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO CONCORDIA,50450000,SIN EMPLEO DE ARMAS,29/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,47692003,SIN EMPLEO DE ARMAS,02/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTIN,50689000,SIN EMPLEO DE ARMAS,26/10/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,PLANETA RICA,23555000,SIN EMPLEO DE ARMAS,20/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,UNE,25845000,SIN EMPLEO DE ARMAS,22/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
PUTUMAYO,SANTIAGO,86760000,SIN EMPLEO DE ARMAS,29/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,ENVIGADO,5266000,SIN EMPLEO DE ARMAS,28/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO LOPEZ,50573000,SIN EMPLEO DE ARMAS,26/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,TUTAZA,15839000,SIN EMPLEO DE ARMAS,27/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,CUMARAL,50226000,SIN EMPLEO DE ARMAS,29/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,LA PAZ,20621000,SIN EMPLEO DE ARMAS,30/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTIN CODAZZI,20013000,SIN EMPLEO DE ARMAS,29/12/2019,,ADULTOS,HURTO ABIGEATO,1
CESAR,CURUMANI,20228002,SIN EMPLEO DE ARMAS,27/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARINO,PASTO (CT),52001000,SIN EMPLEO DE ARMAS,31/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,JAMUNDI,76364000,SIN EMPLEO DE ARMAS,30/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTIN CODAZZI,20013000,SIN EMPLEO DE ARMAS,29/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,MAJAGUAL,70429000,SIN EMPLEO DE ARMAS,23/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN BENITO ABAD,70678000,SIN EMPLEO DE ARMAS,06/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,PUERTO BOYACA,15572000,SIN EMPLEO DE ARMAS,02/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,ANDES,5034000,SIN EMPLEO DE ARMAS,29/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,PACHO,25513000,SIN EMPLEO DE ARMAS,30/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,SAN ANTERO,23672000,SIN EMPLEO DE ARMAS,29/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,SAN DIEGO,20750000,SIN EMPLEO DE ARMAS,04/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MAHATES,13433000,SIN EMPLEO DE ARMAS,04/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,ABEJORRAL,5002000,SIN EMPLEO DE ARMAS,06/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,CHIMICHAGUA,20175000,SIN EMPLEO DE ARMAS,03/01/2020,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SORACA,15764000,SIN EMPLEO DE ARMAS,03/01/2020,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SESQUILE,25736000,SIN EMPLEO DE ARMAS,23/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,SIN EMPLEO DE ARMAS,24/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,SIN EMPLEO DE ARMAS,19/10/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,VILLANUEVA,85440000,SIN EMPLEO DE ARMAS,02/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SANTO DOMINGO,5690000,SIN EMPLEO DE ARMAS,27/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,CALAMAR,13140000,SIN EMPLEO DE ARMAS,07/10/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,JAMUNDI,76364000,SIN EMPLEO DE ARMAS,28/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,BECERRIL,20045000,SIN EMPLEO DE ARMAS,03/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CARACOLI,5142000,SIN EMPLEO DE ARMAS,20/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN MARCOS,70708000,SIN EMPLEO DE ARMAS,03/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SAN LUIS,73678000,SIN EMPLEO DE ARMAS,17/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,CALOTO,19142000,SIN EMPLEO DE ARMAS,05/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,LOS PALMITOS,70418000,SIN EMPLEO DE ARMAS,05/01/2020,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,OROCUE,85230000,SIN EMPLEO DE ARMAS,08/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,ZIPAQUIRA,25899000,SIN EMPLEO DE ARMAS,31/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
VALLE,EL CERRITO,76248000,SIN EMPLEO DE ARMAS,27/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,PACHO,25513000,SIN EMPLEO DE ARMAS,05/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SORACA,15764000,SIN EMPLEO DE ARMAS,19/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYAN (CT),19001000,SIN EMPLEO DE ARMAS,20/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081000,SIN EMPLEO DE ARMAS,13/09/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,CARMEN DE APICALA,73148000,SIN EMPLEO DE ARMAS,30/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTIN,50689000,SIN EMPLEO DE ARMAS,01/01/2020,FEMENINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,CALARCA,63130000,SIN EMPLEO DE ARMAS,10/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,RIONEGRO,5615000,SIN EMPLEO DE ARMAS,09/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FUSAGASUGA,25290000,SIN EMPLEO DE ARMAS,18/10/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SAN PEDRO,5664000,SIN EMPLEO DE ARMAS,11/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,GUADALAJARA DE BUGA,76111000,SIN EMPLEO DE ARMAS,10/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,PUERTO TRIUNFO,5591000,SIN EMPLEO DE ARMAS,10/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,MAJAGUAL,70429000,SIN EMPLEO DE ARMAS,06/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,LA MACARENA,50350000,SIN EMPLEO DE ARMAS,06/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTIN CODAZZI,20013006,SIN EMPLEO DE ARMAS,02/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,SAN JUAN NEPOMUCENO,13657000,SIN EMPLEO DE ARMAS,09/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN LUIS DE SINCE,70742000,SIN EMPLEO DE ARMAS,22/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,BUGALAGRANDE,76113000,SIN EMPLEO DE ARMAS,01/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,MURILLO,73461000,SIN EMPLEO DE ARMAS,01/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,MURILLO,73461000,SIN EMPLEO DE ARMAS,11/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
RISARALDA,BELEN DE UMBRIA,66088000,SIN EMPLEO DE ARMAS,11/01/2020,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,LA PLATA,41396000,SIN EMPLEO DE ARMAS,19/11/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,SIN EMPLEO DE ARMAS,12/01/2020,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MOSQUERA,25473000,SIN EMPLEO DE ARMAS,13/01/2020,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,LA MACARENA,50350000,SIN EMPLEO DE ARMAS,19/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,VILLANUEVA,13873000,SIN EMPLEO DE ARMAS,22/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO LLERAS,50577000,SIN EMPLEO DE ARMAS,05/01/2020,FEMENINO,ADULTOS,HURTO ABIGEATO,1
VALLE,TULUA,76834000,SIN EMPLEO DE ARMAS,22/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACIAS,50006000,SIN EMPLEO DE ARMAS,04/09/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SUAREZ,73770000,SIN EMPLEO DE ARMAS,17/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,SIN EMPLEO DE ARMAS,10/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACIAS,50006000,SIN EMPLEO DE ARMAS,22/12/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,SAN ALBERTO,20710000,SIN EMPLEO DE ARMAS,23/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,PUEBLO BELLO,20570002,SIN EMPLEO DE ARMAS,05/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,TURBANA,13838000,SIN EMPLEO DE ARMAS,16/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,SIN EMPLEO DE ARMAS,06/12/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
